estratopri,ur,coll1,sexo_std,ur_num,age_gender_clean,ed_clean,colocup4an_clean,etid_clean,cs1_num,cs5_num,cs7_num,infrax_clean,wc1_clean,wc2_clean,wc3_clean,trust_num,leg_num,l1_clean,just1_clean,resp1_clean,poley1_clean,poley2_clean,poley3_clean,pr1_clean,pr5_num,pet1_num,pet3_num,effec1_num,effec2_num,eff1_num,eff2_num,aoj21_clean,prot3_clean,colseg_clean,cp6_clean,cp13_clean,colcp8a_clean,pn4_clean,noncontacts_num,refusal_num,resp1_likert,just1_likert,poley1_likert,poley2_likert,poley3_likert
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto,15,Trabajando?,Mestiza,4,5,6,Menos de 10 minutos,No,No,No,6,7,7,Algunas veces,Frecuentemente,Nunca,Nunca,Nunca,6,6,5,4,7,7,5,5,Guerrillas,Sí ha participado,Igual,Nunca,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,4.0,3.0,1.0,1.0,1.0
Caribe,Urbano,,Mujer,1,,11,Se dedica a los quehaceres de su hogar?,,4,4,1,Más de 1 hora y hasta 3 horas,No,No,No,2,7,,,Rara vez,Frecuentemente,Siempre,Nunca,,,,,3,4,,,Crimen organiado y narcotraficantes,No ha participado,,Una vez a la semana,Nunca,Nunca,,,,2.0,,4.0,5.0,1.0
Caribe,Urbano,,Mujer,1,Hombre adulto mayor,11,Está buscando trabajo activamente?,Mestiza,7,7,7,Más de 3 horas,No,No,No,2,7,Izquierda,Nunca,Rara vez,Rara vez,Siempre,Frecuentemente,7,3,7,7,2,2,7,7,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Una o dos veces al mes,Nunca,Insatisfecho(a),0,0,2.0,1.0,2.0,5.0,4.0
Caribe,Urbano,,Mujer,1,Hombre adulto joven,11,Trabajando?,Mestiza,4,4,4,Más de 3 horas,No,No,No,4,4,7,Algunas veces,Rara vez,Algunas veces,Algunas veces,Frecuentemente,Otra situación,3,3,2,4,4,3,4,Pandillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,3.0,3.0,3.0,4.0
Caribe,Urbano,,Mujer,1,Mujer adulta,7,Se dedica a los quehaceres de su hogar?,Mestiza,7,7,5,Entre 10 y hasta 30 minutos,No,No,No,4,4,,Nunca,Nunca,Nunca,Nunca,Nunca,6,3,4,3,3,3,4,3,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,1.0,1.0,1.0,1.0,1.0
Caribe,Urbano,,Mujer,1,Hombre adulto,14,Trabajando?,Mestiza,6,3,3,Más de 30 minutos y hasta una hora,No,No,No,3,4,5,Nunca,Rara vez,Rara vez,Algunas veces,Siempre,Prestada/cedida o compartida,3,6,7,2,3,5,6,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,2.0,1.0,2.0,3.0,5.0
Caribe,Urbano,,Mujer,1,Mujer adulta,11,Se dedica a los quehaceres de su hogar?,Mestiza,6,1,2,Más de 3 horas,Sí,Sí,Sí,7,2,Izquierda,Rara vez,Algunas veces,Algunas veces,Frecuentemente,Rara vez,6,5,5,7,5,6,1,1,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,3.0,2.0,3.0,4.0,2.0
Caribe,Urbano,,Mujer,1,Mujer adulta,11,Está buscando trabajo activamente?,Mestiza,7,7,5,Más de 1 hora y hasta 3 horas,No,Sí,No,1,4,Derecha,Nunca,Siempre,Siempre,Siempre,Siempre,5,2,3,6,1,1,4,6,Pandillas,No ha participado,Peor,Una vez a la semana,Nunca,Una vez a la semana,Insatisfecho(a),0,0,5.0,1.0,5.0,5.0,5.0
Caribe,Urbano,,Mujer,1,Mujer adulta mayor,16,Trabajando?,Mestiza,3,2,2,Más de 1 hora y hasta 3 horas,No,No,No,5,7,4,Frecuentemente,Siempre,Rara vez,Rara vez,Siempre,Prestada/cedida o compartida,4,6,7,6,4,5,5,Las BACRIM,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,5.0,4.0,2.0,2.0,5.0
Caribe,Urbano,,Mujer,1,Mujer adulta,16,Está buscando trabajo activamente?,Mestiza,7,5,2,Entre 10 y hasta 30 minutos,Sí,Sí,Sí,7,7,8,Siempre,Siempre,Rara vez,Nunca,Nunca,7,7,3,1,7,7,1,7,Delincuentes comunes,No ha participado,Peor,Una o dos veces al año,Una o dos veces al año,Nunca,Muy insatisfecho(a),0,0,5.0,5.0,2.0,1.0,1.0
Caribe,Urbano,,Mujer,1,Mujer adulta joven,16,Trabajando?,Mestiza,7,5,5,Menos de 10 minutos,No,No,No,1,5,,Nunca,Rara vez,,Nunca,Frecuentemente,5,3,3,1,,3,3,1,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,2.0,1.0,,1.0,4.0
Caribe,Urbano,,Mujer,1,Mujer adulta joven,12,Es estudiante?,Indígena,6,5,4,Más de 1 hora y hasta 3 horas,No,No,No,5,5,6,Rara vez,Nunca,Nunca,Rara vez,Rara vez,Otra situación,6,7,4,4,5,6,4,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Muy insatisfecho(a),0,0,1.0,2.0,1.0,2.0,2.0
Caribe,Urbano,,Mujer,1,,11,Se dedica a los quehaceres de su hogar?,Mestiza,7,6,6,Entre 10 y hasta 30 minutos,No,No,No,4,5,8,Rara vez,Rara vez,Nunca,Rara vez,Nunca,5,4,4,5,6,4,3,5,Pandillas,No ha participado,Peor,Una vez a la semana,Una o dos veces al año,Una o dos veces al año,Insatisfecho(a),,,2.0,2.0,1.0,2.0,1.0
Caribe,Urbano,,Mujer,1,Mujer adulta mayor,10,Se dedica a los quehaceres de su hogar?,Mulata,6,3,2,Más de 1 hora y hasta 3 horas,No,Sí,Sí,2,1,Izquierda,Nunca,Rara vez,Frecuentemente,Siempre,Algunas veces,Alquilada,1,2,1,1,2,1,1,Policía o militares,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,0,2.0,1.0,4.0,5.0,3.0
Caribe,Urbano,,Mujer,1,Hombre adulto,11,Está buscando trabajo activamente?,Indígena,7,7,7,Más de 30 minutos y hasta una hora,Sí,Sí,Sí,1,7,Derecha,Nunca,Nunca,Siempre,Siempre,Siempre,Alquilada,1,7,7,1,1,7,7,Crimen organiado y narcotraficantes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,1.0,1.0,5.0,5.0,5.0
Caribe,Urbano,,Mujer,1,Hombre adulto,14,Es estudiante?,Mestiza,4,3,3,Más de 30 minutos y hasta una hora,No,No,No,2,7,5,Nunca,Nunca,Frecuentemente,Algunas veces,Rara vez,Alquilada,1,5,4,4,4,1,2,Pandillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,1.0,1.0,4.0,3.0,2.0
Caribe,Urbano,,Mujer,1,Hombre adulto joven,17,Trabajando?,Mestiza,6,5,5,Más de 3 horas,No,No,No,3,5,5,Algunas veces,Algunas veces,Nunca,Algunas veces,Algunas veces,Prestada/cedida o compartida,3,5,6,1,1,5,7,Las BACRIM,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,1.0,3.0,3.0
Caribe,Urbano,,Mujer,1,,9,No trabaja y no está buscando trabajo?,Mestiza,1,1,1,Más de 1 hora y hasta 3 horas,No,No,No,1,1,5,Rara vez,Algunas veces,Algunas veces,Rara vez,Nunca,Alquilada,1,1,1,1,1,1,1,Pandillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),,,3.0,2.0,3.0,2.0,1.0
Caribe,Urbano,,Mujer,1,Mujer adulta joven,11,Se dedica a los quehaceres de su hogar?,Mestiza,7,5,5,Más de 30 minutos y hasta una hora,Sí,No,No,7,4,3,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Nunca,5,7,7,6,7,6,6,4,Crimen organiado y narcotraficantes,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,3.0,4.0,3.0,3.0,1.0
Caribe,Urbano,,Mujer,1,Hombre adulto joven,1,No trabaja y no está buscando trabajo?,Indígena,6,5,6,Más de 1 hora y hasta 3 horas,Sí,Sí,No,5,5,8,Frecuentemente,Rara vez,Siempre,Siempre,Algunas veces,Prestada/cedida o compartida,3,6,2,3,3,7,5,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,2.0,4.0,5.0,5.0,3.0
Caribe,Urbano,,Mujer,1,Hombre adulto mayor,8,Trabajando?,Blanca,4,4,7,Más de 1 hora y hasta 3 horas,Sí,Sí,Sí,2,3,Derecha,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Nunca,Otra situación,3,1,4,7,6,7,1,Crimen organiado y narcotraficantes,No ha participado,Mejor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,3.0,3.0,1.0
Caribe,Urbano,,Mujer,1,,13,Se dedica a los quehaceres de su hogar?,Mestiza,1,5,2,Más de 30 minutos y hasta una hora,Sí,No,No,4,4,5,Frecuentemente,Algunas veces,,Nunca,Nunca,,,3,1,3,5,4,5,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),,,3.0,4.0,,1.0,1.0
Caribe,Urbano,,Mujer,1,Hombre adulto joven,16,Está buscando trabajo activamente?,Mestiza,5,5,3,Más de 30 minutos y hasta una hora,No,No,No,5,7,5,Algunas veces,Algunas veces,Rara vez,Rara vez,Rara vez,5,5,5,4,,5,4,5,Pandillas,No ha participado,Peor,Nunca,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,3.0,3.0,2.0,2.0,2.0
Caribe,Urbano,,Mujer,1,Hombre adulto,11,Trabajando?,Negra,7,7,4,Entre 10 y hasta 30 minutos,No,No,No,7,6,2,Nunca,Nunca,Algunas veces,Rara vez,Siempre,6,7,6,4,6,7,1,7,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,1.0,1.0,3.0,2.0,5.0
Caribe,Urbano,,Mujer,1,Hombre adulto mayor,11,No trabaja y no está buscando trabajo?,Mestiza,3,4,2,Más de 1 hora y hasta 3 horas,Sí,Sí,Sí,4,4,8,Rara vez,Rara vez,Algunas veces,Algunas veces,Algunas veces,5,4,3,3,3,4,3,4,Pandillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,2.0,2.0,3.0,3.0,3.0
Caribe,Urbano,,Mujer,1,Mujer adulta mayor,7,Se dedica a los quehaceres de su hogar?,Negra,7,2,1,Más de 3 horas,No,No,No,2,1,Izquierda,Nunca,Nunca,Nunca,Algunas veces,Nunca,Propia,1,1,1,1,1,1,2,Pandillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,1.0,1.0,1.0,3.0,1.0
Caribe,Urbano,,Mujer,1,Mujer adulta mayor,11,Está buscando trabajo activamente?,Mestiza,7,7,7,Más de 1 hora y hasta 3 horas,No,No,No,7,1,Izquierda,Nunca,Rara vez,Nunca,Algunas veces,Frecuentemente,7,7,1,1,1,1,7,1,Crimen organiado y narcotraficantes,Sí ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,1.0,1.0,3.0,4.0
Caribe,Urbano,,Mujer,1,Mujer adulta joven,5,Trabajando?,Blanca,4,4,4,Más de 30 minutos y hasta una hora,No,No,No,2,3,5,Rara vez,Nunca,Nunca,Nunca,Rara vez,Propia,1,1,1,1,4,1,3,Pandillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),1,0,1.0,2.0,1.0,1.0,2.0
Caribe,Urbano,,Mujer,1,Mujer adulta joven,10,Se dedica a los quehaceres de su hogar?,Negra,6,4,5,Más de 30 minutos y hasta una hora,No,No,No,6,4,9,Rara vez,Rara vez,Nunca,Rara vez,Frecuentemente,Prestada/cedida o compartida,5,6,7,1,3,5,4,Guerrillas,No ha participado,Igual,Una vez a la semana,Nunca,Una o dos veces al año,Satisfecho(a),0,0,2.0,2.0,1.0,2.0,4.0
Caribe,Urbano,,Mujer,1,Mujer adulta,14,Trabajando?,Blanca,7,6,6,Entre 10 y hasta 30 minutos,No,No,No,7,5,7,Siempre,Nunca,Nunca,Nunca,Nunca,7,5,3,2,,4,3,5,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,1.0,5.0,1.0,1.0,1.0
Caribe,Urbano,,Mujer,1,Hombre adulto mayor,7,Trabajando?,Mestiza,5,5,4,Entre 10 y hasta 30 minutos,No,No,No,5,5,Izquierda,Rara vez,Rara vez,Nunca,Nunca,Rara vez,Otra situación,5,5,5,5,6,5,3,Pandillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,1.0,1.0,2.0
Caribe,Urbano,,Mujer,1,Hombre adulto joven,7,Está buscando trabajo activamente?,Mestiza,3,3,4,Más de 30 minutos y hasta una hora,No,No,No,4,6,7,Algunas veces,Algunas veces,Siempre,Algunas veces,Siempre,6,5,4,3,4,5,2,6,Pandillas,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,5.0,3.0,5.0
Caribe,Urbano,,Mujer,1,Mujer adulta mayor,16,Se dedica a los quehaceres de su hogar?,Mestiza,7,7,6,Más de 1 hora y hasta 3 horas,No,No,No,5,5,8,Nunca,Algunas veces,Algunas veces,Algunas veces,Rara vez,Otra situación,4,4,1,4,5,4,3,Crimen organiado y narcotraficantes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,3.0,1.0,3.0,3.0,2.0
Caribe,Urbano,,Mujer,1,Mujer adulta,16,Trabajando?,Mestiza,5,4,2,Más de 3 horas,No,No,No,3,6,4,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Propia,1,5,2,1,2,7,3,Crimen organiado y narcotraficantes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,2.0,2.0,2.0
Caribe,Urbano,,Mujer,1,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,Mestiza,1,7,5,Más de 30 minutos y hasta una hora,Sí,No,No,1,4,8,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Otra situación,4,7,5,3,5,1,1,Pandillas,Sí ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,4.0,3.0,3.0,3.0,3.0
Caribe,Urbano,,Mujer,1,Mujer adulta,11,Se dedica a los quehaceres de su hogar?,Negra,3,2,1,Más de 3 horas,No,No,No,1,3,8,Rara vez,Algunas veces,Nunca,Rara vez,Nunca,Otra situación,3,6,1,2,2,3,4,Pandillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,3.0,2.0,1.0,2.0,1.0
Caribe,Urbano,,Mujer,1,Hombre adulto mayor,6,No está trabajando en este momento pero tiene trabajo?,Mestiza,6,5,5,Más de 30 minutos y hasta una hora,Sí,Sí,Sí,1,3,3,Nunca,Rara vez,Siempre,Rara vez,Frecuentemente,Propia,2,7,7,3,2,6,6,Las BACRIM,No ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al mes,Satisfecho(a),0,0,2.0,1.0,5.0,2.0,4.0
Caribe,Urbano,,Mujer,1,Hombre adulto joven,11,No está trabajando en este momento pero tiene trabajo?,Indígena,3,2,3,Entre 10 y hasta 30 minutos,No,No,No,2,4,2,Nunca,Algunas veces,Nunca,Rara vez,Rara vez,Propia,2,2,4,1,4,3,1,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,1.0,1.0,2.0,2.0
Caribe,Urbano,,Mujer,1,Mujer adulta,9,Se dedica a los quehaceres de su hogar?,Mestiza,7,5,4,Más de 30 minutos y hasta una hora,No,No,No,6,5,Derecha,Rara vez,Algunas veces,Algunas veces,Nunca,Nunca,Otra situación,5,3,2,4,4,7,4,Guerrillas,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,2.0,3.0,1.0,1.0
Caribe,Urbano,,Mujer,1,Hombre adulto,16,Está incapacitado permanentemente para trabajar?,Mestiza,4,4,1,Más de 1 hora y hasta 3 horas,No,No,Sí,4,6,5,Rara vez,Rara vez,Rara vez,Algunas veces,Rara vez,Otra situación,4,4,2,4,4,1,3,Crimen organiado y narcotraficantes,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,2.0,3.0,2.0
Caribe,Urbano,,Hombre,1,Hombre adulto mayor,11,Trabajando?,Indígena,4,5,5,Más de 1 hora y hasta 3 horas,No,No,No,5,4,8,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Otra situación,4,4,2,4,3,4,5,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,3.0,3.0,3.0,3.0,3.0
Caribe,Urbano,,Mujer,1,Hombre adulto,5,Se dedica a los quehaceres de su hogar?,Mulata,7,7,7,Más de 1 hora y hasta 3 horas,No,No,No,2,3,4,Frecuentemente,Frecuentemente,Nunca,Nunca,Frecuentemente,Propia,7,7,7,1,1,7,5,Las BACRIM,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,1.0,1.0,4.0
Caribe,Urbano,,Mujer,1,Hombre adulto mayor,11,Está incapacitado permanentemente para trabajar?,Mestiza,7,6,5,Entre 10 y hasta 30 minutos,No,No,Sí,5,6,Derecha,Algunas veces,Siempre,Algunas veces,Rara vez,Algunas veces,5,5,2,1,1,4,2,,Crimen organiado y narcotraficantes,No ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al mes,Muy insatisfecho(a),0,0,5.0,3.0,3.0,2.0,3.0
Caribe,Urbano,,Mujer,1,Mujer adulta joven,11,No está trabajando en este momento pero tiene trabajo?,Mestiza,7,3,3,Entre 10 y hasta 30 minutos,No,No,No,5,6,3,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,5,5,7,4,3,5,3,2,Pandillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,2.0,2.0,2.0
Caribe,Urbano,,Mujer,1,Mujer adulta mayor,17,Trabajando?,Blanca,7,5,5,Más de 30 minutos y hasta una hora,No,No,No,6,6,5,Rara vez,Frecuentemente,Rara vez,Rara vez,Nunca,6,6,4,5,5,6,5,4,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Satisfecho(a),0,0,4.0,2.0,2.0,2.0,1.0
Caribe,Urbano,,Mujer,1,Mujer adulta joven,11,Está buscando trabajo activamente?,Mestiza,7,7,7,Más de 1 hora y hasta 3 horas,No,No,No,7,1,6,Rara vez,Siempre,Nunca,Rara vez,Frecuentemente,7,2,3,4,1,1,2,7,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,5.0,2.0,1.0,2.0,4.0
Caribe,Urbano,,Mujer,1,Hombre adulto,12,Trabajando?,Negra,7,5,5,Más de 30 minutos y hasta una hora,No,No,No,4,5,5,Frecuentemente,Algunas veces,Rara vez,Rara vez,Rara vez,Otra situación,5,4,4,4,4,5,6,Delincuentes comunes,Sí ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al año,Satisfecho(a),0,0,3.0,4.0,2.0,2.0,2.0
Caribe,Urbano,,Mujer,1,,11,Trabajando?,Mestiza,5,5,5,Más de 1 hora y hasta 3 horas,No,No,No,5,4,7,Nunca,Algunas veces,Rara vez,Algunas veces,Algunas veces,5,4,4,4,4,4,4,4,Guerrillas,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,3.0,1.0,2.0,3.0,3.0
Caribe,Urbano,,Mujer,1,Hombre adulto joven,11,Trabajando?,Mestiza,6,5,5,Más de 1 hora y hasta 3 horas,No,No,No,1,2,9,Nunca,Rara vez,Rara vez,Algunas veces,Rara vez,Prestada/cedida o compartida,3,1,1,1,1,5,4,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,2.0,1.0,2.0,3.0,2.0
Caribe,Urbano,,Mujer,1,,13,Trabajando?,Mestiza,3,5,6,Más de 30 minutos y hasta una hora,No,No,No,4,5,7,Algunas veces,Algunas veces,Algunas veces,Frecuentemente,Siempre,Otra situación,6,5,6,5,5,5,5,Las BACRIM,Sí ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),,,3.0,3.0,3.0,4.0,5.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto mayor,18+,Trabajando?,Mestiza,7,7,5,Entre 10 y hasta 30 minutos,No,No,No,4,6,7,Algunas veces,Algunas veces,Nunca,Rara vez,Algunas veces,5,4,5,1,5,5,4,5,Pandillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,1.0,2.0,3.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto,12,Trabajando?,Mestiza,5,3,4,Más de 1 hora y hasta 3 horas,Sí,Sí,Sí,2,5,2,Rara vez,Rara vez,Algunas veces,Algunas veces,Algunas veces,Prestada/cedida o compartida,4,6,6,2,2,2,5,Crimen organiado y narcotraficantes,Sí ha participado,Peor,Nunca,Una o dos veces al año,Una o dos veces al mes,Insatisfecho(a),0,0,2.0,2.0,3.0,3.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,1,Se dedica a los quehaceres de su hogar?,Blanca,1,7,7,Entre 10 y hasta 30 minutos,No,No,No,7,7,2,Siempre,Algunas veces,Nunca,Rara vez,Siempre,7,1,3,4,1,3,1,4,Seguridad privada o celadores,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Satisfecho(a),0,0,3.0,5.0,1.0,2.0,5.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto mayor,4,Trabajando?,Blanca,7,7,7,Más de 30 minutos y hasta una hora,No,No,No,7,7,Derecha,Frecuentemente,Frecuentemente,Nunca,Nunca,Rara vez,7,7,1,1,5,4,6,1,Guerrillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy satisfecho(a),0,0,4.0,4.0,1.0,1.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,13,Es estudiante?,Blanca,6,4,5,Más de 1 hora y hasta 3 horas,No,No,No,4,4,7,Frecuentemente,Algunas veces,Algunas veces,Rara vez,Rara vez,Prestada/cedida o compartida,5,1,1,2,4,1,3,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,4.0,3.0,2.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,12,Se dedica a los quehaceres de su hogar?,Mestiza,1,1,1,Más de 1 hora y hasta 3 horas,No,No,No,7,7,Derecha,Rara vez,Rara vez,Algunas veces,Rara vez,Rara vez,7,7,1,1,7,1,7,1,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,3.0,2.0,2.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Mulata,7,7,7,Menos de 10 minutos,No,No,No,6,6,6,Siempre,Siempre,,Nunca,Nunca,5,,5,,6,6,,4,Las BACRIM,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,5.0,5.0,,1.0,1.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto,11,Trabajando?,Mestiza,6,3,3,Más de 1 hora y hasta 3 horas,No,No,No,5,6,4,,,,,Nunca,Prestada/cedida o compartida,3,7,7,1,4,4,4,Crimen organiado y narcotraficantes,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Satisfecho(a),0,0,,,,,1.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Negra,1,4,3,Más de 30 minutos y hasta una hora,No,No,No,1,1,5,Rara vez,Nunca,Nunca,Rara vez,Nunca,Propia,3,2,3,5,5,1,3,Delincuentes comunes,Sí ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,1.0,2.0,1.0,2.0,1.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto mayor,4,Trabajando?,Mestiza,4,1,1,Más de 3 horas,No,No,No,7,4,5,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Alquilada,1,3,1,1,1,1,7,Crimen organiado y narcotraficantes,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,3.0,3.0,3.0,3.0,3.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto,14,Trabajando?,Mestiza,4,5,5,Más de 1 hora y hasta 3 horas,No,No,No,6,5,4,Algunas veces,Frecuentemente,Nunca,Rara vez,Algunas veces,5,6,7,1,4,4,4,6,Vecinos de su barrio o comunidad,No ha participado,Peor,Una vez a la semana,Una o dos veces al año,Una o dos veces al año,Insatisfecho(a),8,2,4.0,3.0,1.0,2.0,3.0
Bogotá D.C.,Urbano,,Hombre,1,Mujer adulta mayor,3,No está trabajando en este momento pero tiene trabajo?,Mestiza,7,7,1,Más de 30 minutos y hasta una hora,Sí,No,No,7,7,Derecha,Siempre,Frecuentemente,,,,7,7,7,1,7,7,7,7,Pandillas,No ha participado,Peor,Nunca,Nunca,Una o dos veces al mes,Satisfecho(a),0,0,4.0,5.0,,,
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto mayor,11,,Blanca,5,2,4,Más de 30 minutos y hasta una hora,No,No,No,4,7,6,Rara vez,Nunca,Nunca,Rara vez,Algunas veces,Propia,2,2,1,2,2,1,7,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Nunca,Nunca,Muy insatisfecho(a),0,0,1.0,2.0,1.0,2.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,11,Trabajando?,Negra,4,4,2,Menos de 10 minutos,Sí,Sí,No,2,1,4,Algunas veces,Frecuentemente,,Rara vez,Nunca,Propia,3,4,4,3,3,2,4,Pandillas,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),13,6,4.0,3.0,,2.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,Mestiza,5,2,2,Más de 1 hora y hasta 3 horas,No,No,No,5,5,3,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Nunca,5,4,7,7,2,1,5,5,Las BACRIM,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Satisfecho(a),0,0,3.0,3.0,3.0,3.0,1.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto joven,11,Trabajando?,Blanca,5,7,1,Más de 3 horas,No,No,No,6,7,Izquierda,Frecuentemente,Algunas veces,Rara vez,Rara vez,,Alquilada,1,7,7,4,7,7,5,Delincuentes comunes,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,3.0,4.0,2.0,2.0,
